,links
"CS DIRECTOR GROWTH, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V58499625 
"CS DIRECTOR INCOME, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83113258 
"CS DURACION 0-2, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V60280807 
"CS EUROPE SMALL & MID CAP, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80043193 
"CS FAMILY BUSINESS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V61914859 
"CS GLOBAL FONDOS GESTION ACTIVA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84270412 
"CS GLOBAL MARKET TRENDS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87506473 
"CS HYBRID AND SUBORDINATED DEBT, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87582581 
"CS RENTA FIJA 0-5, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81858037 
"CUASAR OPTIMAL YIELD, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V02826709 
"DALMATIAN, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82530197 
"DB TALENTO BOLSA GLOBAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87194411 
"DEEP VALUE INTERNATIONAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66412131 
"DEUTSCHE WEALTH CONSERVADOR, F.I.",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81755472 
"DEUTSCHE WEALTH CRECIMIENTO, F.I.",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82034885 
"DEUTSCHE WEALTH MODERADO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87034468 
"DEUTSCHE WEALTH SOSTENIBLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86997350 
"DIAGONAL MIXTO FLEXIBLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87457909 
DP AHORRO F.I.,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V64425523 
DP BOLSA ESPAÑOLA FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V64599236 
DP FLEXIBLE GLOBAL FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V60070190 
DP FONDOS RV GLOBAL FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V64307911 
DP FONGLOBAL FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V60094075 
DP FONSELECCION FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V63580427 
DP HEALTHCARE FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V65765158 
DP MIXTO RV FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V67305995 
DP RENTA FIJA FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V59506998 
"DUNAS SELECCION EUROPA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81593899 
"DUNAS SELECCION USA CUBIERTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86874468 
DUNAS VALOR EQUILIBRIO FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86179363 
DUNAS VALOR FLEXIBLE FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86494960 
DUNAS VALOR PRUDENTE FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V78642840 
"DUX INTERNATIONAL STRATEGY, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85956290 
"DUX MIXTO MODERADO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87811030 
"DUX MIXTO VARIABLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85439495 
"DUX MULTIGESTIÓN, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87352803 
"DUX RENTA VARIABLE EURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84355841 
"DUX RENTINVER RENTA FIJA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84355817 
"DUX UMBRELLA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88056783 
"DWS FONCREATIVO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82056201 
"EBN SINYCON VALOR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88140538 
"EDM CARTERA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V64923279 
"EDM RENTA VARIABLE INTERNACIONAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66053737 
"EDM RENTA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V60647633 
"EDM-AHORRO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V58303140 
"EDM-INVERSION, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V58303157 
"EDR GLOBAL ADAGIO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85176006 
"EJECUTIVOS GLOBALFOND, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82040726 
"EQUITY INTERNATIONAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V65972101 
"ESFERA I, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V04869210 
"ESFERA III, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V04893186 
"ESPINOSA PARTNERS INVERSIONES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82124827 
"ESTRATEGIA ACUMULACIÓN, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87778734 
ESTRATEGIA CAPITAL FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87778742 
"ESTRATEGIA INVERSIÓN, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87778783 
"EUROAGENTES UNIVERSAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82068701 
"EUROVALOR BONOS ALTO RENDIMIENTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84542539 
"EUROVALOR BONOS EMERGENTES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86098431 
"EUROVALOR CONSERVADOR DINAMICO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83487330 
"EUROVALOR EMPRESAS VOLUMEN, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83348532 
"EUROVALOR IBEROAMERICA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82766775 
EVER METAVALOR RENTA FIJA HIGH YIELD FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88482922 
"EVO FONDO INTELIGENTE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87472312 
"FCS GESTION FLEXIBLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87078564 
"FIDEFONDO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80475213 
"FINANCIALFOND, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V60280799 
"FINANCIALS CREDIT FUND, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95913307 
"FON FINECO BASE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V48640981 
"FON FINECO EUROLIDER, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V48899678 
"FON FINECO GESTION II, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95398483 
"FON FINECO GESTION, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95034203 
FON FINECO INTERES FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95591467 
"FON FINECO INVERSION, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95785788 
"FON FINECO PATRIMONIO GLOBAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V79095352 
"FON FINECO RENTA FIJA INTERNACIONAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95444667 
"FON FINECO RENTA FIJA PLUS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95406914 
"FON FINECO TOP RENTA FIJA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95618583 
"FON FINECO VALOR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95078705 
"FONBUSA FONDOS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82176298 
"FONBUSA MIXTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81552234 
"FONBUSA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V79889481 
"FONCESS FLEXIBLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85605533 
"FONDANETO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81820060 
"FONDCOYUNTURA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81065229 
"FONDEMAR DE INVERSIONES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83929216 
"FONDGESKOA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V48215396 
"FONDGUISSONA GLOBAL BOLSA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V61637401 
"FONDGUISSONA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V60169638 
"FONDIBAS MIXTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81776080 
"FONDIBAS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80116478 
"FONDITEL ALBATROS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83676551 
"FONDITEL BOLSA MUNDIAL SOSTENIBLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86783982 
"FONDITEL LINCE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87437851 
"FONDITEL RENTA FIJA CORTO PLAZO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83676585 
"FONDITEL RENTA FIJA MIXTA INTERNACIONAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83676627 
"FONDMAPFRE BOLSA AMERICA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81900151 
"FONDMAPFRE BOLSA EUROPA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81008195 
"FONDMAPFRE BOLSA IBERIA, F.I.",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80480619 
"FONDMAPFRE BOLSA MIXTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V79444410 
"FONDMAPFRE ELECCIÓN DECIDIDA, F.I.",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87329454 
"FONDMAPFRE ELECCION MODERADA, F.I.",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87329447 
"FONDMAPFRE ELECCION PRUDENTE, F.I.",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87329470 
"FONDMAPFRE GLOBAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83053199 
"FONDMAPFRE RENTA CORTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80480593 
"FONDMAPFRE RENTA LARGO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81521718 
"FONDMAPFRE RENTA MEDIO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V79444402 
"FONDMAPFRE RENTA MIXTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81640708 
"FONDMAPFRE RENTADOLAR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85439651 
"FONDO ARTAC, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82873951 
"FONDO DE PERMANENCIA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80618655 
"FONDONORTE EUROBOLSA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82066291 
"FONDONORTE GLOBAL DIVIDENDO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88576954 
"FONDONORTE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V28703429 
"FONEMPORIUM, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V59418814 
"FONENGIN ISR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V48518252 
"FON-FINECO I, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V48471122 
"FONGRUM, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V48518260 
"FONMARCH, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V78216876 
"FONPROFIT, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80031115 
"FONRADAR INTERNACIONAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V61333258 
"FONSGLOBAL RENTA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V61637443 
"FONSVILA-REAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V64534787 
"FONTIBREFONDO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V79637047 
"FONVALCEM, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V79992004 
"FUNDCAMI FONDO SOLIDARIO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V42795310 
"GBCB STRATEGIC BOND OPPORTUNITIES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88297163 
"GCO ACCIONES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V78848918 
"GCO AHORRO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V78408622 
"GCO EUROBOLSA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95001210 
"GCO GLOBAL 50, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95044087 
"GCO INTERNACIONAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V48941959 
"GCO MIXTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V48941942 
"GCO RENTA FIJA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95044061 
"GDP WORLD CORPORATE BONDS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V98956071 
"GDP WORLD EQUITY, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V98950876 
"GEF ALBORAN GLOBAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87505053 
"GESCONSULT CRECIMIENTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V79438313 
"GESCONSULT LEON VALORES  MIXTO FLEXIBLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V78831823 
"GESCONSULT RENTA FIJA FLEXIBLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V78792033 
"GESCONSULT RENTA FIJA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V79998076 
"GESCONSULT RENTA VARIABLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80336894 
"GESDIVISA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80559958 
GESINTER CHINA INFLUENCE FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V61584496 
GESINTER FLEXIBLE STRATEGY FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V60215688 
GESINTER WORLD SELECTION FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V61653713 
"GESIURIS BALANCED EURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V63176333 
"GESIURIS EURO EQUITIES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V63053888 
"GESIURIS FIXED INCOME, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V64371172 
"GESIURIS I2 DESARROLLO SOSTENIBLE ISR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66774696 
"GESIURIS IURISFOND, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V58118886 
"GESIURIS PATRIMONIAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V63053854 
"GESTIFONSA CARTERA PREMIER 10, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87761102 
"GESTIFONSA CARTERA PREMIER 25, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87759908 
"GESTIFONSA CARTERA PREMIER 50, F.I.",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87759742 
"GESTIFONSA DYNAMIC STRATEGIES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86406113 
"GESTIFONSA MIXTO 10, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80070980 
"GESTIFONSA MIXTO 30, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80880867 
"GESTIFONSA RENTA FIJA CORTO PLAZO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80789647 
"GESTIFONSA RENTA FIJA EURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81437931 
"GESTIFONSA RENTA FIJA FLEXIBLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82009606 
"GESTIFONSA RENTA VARIABLE DIVIDENDO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87761169 
"GESTIFONSA RENTA VARIABLE ESPAÑA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81459810 
"GESTIFONSA RENTA VARIABLE EURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82881103 
"GESTIFONSA RENTA VARIABLE GLOBAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87672606 
"GESTIFONSA SELECCIÓN, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88364534 
"GESTION BOUTIQUE II, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87322749 
"GESTIÓN BOUTIQUE III, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87858130 
"GESTION BOUTIQUE IV, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V02819647 
"GESTION BOUTIQUE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86772951 
"GESTION TALENTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86479698 
"GESTION VALUE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87728887 
"GETINO GESTION ACTIVA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80396427 
"GETINO RENTA FIJA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V01953959 
"GINVEST GPS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V55330591 
"GLOBAL ALLOCATION, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86071297 
"GLOBAL BEST SELECTION, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84981554 
GLOBAL DIVERSIFICATION FUND FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86280120 
"GLOBAL MIX FUND, F.I.",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V67571307 
"GLOBAL VALUE OPPORTUNITIES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87431599 
GLOBAL VALUE SELECTION FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86111689 
"GPM GESTION ACTIVA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87511531 
"GRANTIA EAGLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88254958 
"GREDOS BOLSA EURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87296638 
"GREDOS BOLSA INTERNACIONAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87296612 
"GREDOS MODERADO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87296646 
"GREDOS RENTA FIJA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88400866 
"GVC GAESCO 1K + RENTA VARIABLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66158684 
"GVC GAESCO 300 PLACES WORLDWIDE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66235243 
"GVC GAESCO ASIAN FIXED INCOME, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V02746964 
"GVC GAESCO BLUE CHIPS RFMI, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V02747046 
"GVC GAESCO BLUE CHIPS RVMI, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V02747087 
"GVC GAESCO DIVIDEND FOCUS, F.I.",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V67310821 
"GVC GAESCO EUROPA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V61637435 
"GVC GAESCO OPORTUNIDAD EMPRESAS INMOBILIARIAS R.V., FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V65650186 
"GVC GAESCO RENTA FIJA FLEXIBLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V67015586 
"GVC GAESCO RENTA FIJA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V58242751 
"GVC GAESCO RENTA VALOR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66049701 
"GVC GAESCO RETORNO ABSOLUTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80453756 
"GVC GAESCO SOSTENIBLE ISR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66421264 
"GVCGAESCO BOLSALIDER, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V60495454 
"GVCGAESCO CONSTANTFONS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V61013819 
"GVCGAESCO EMERGENTFOND, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V62074695 
"GVCGAESCO FONDO DE FONDOS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V61443990 
"GVCGAESCO FONDO FONDTESORO CORTO PLAZO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V59188052 
"GVCGAESCO JAPON, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V64041460 
"GVCGAESCO MULTINACIONAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V62074653 
"GVCGAESCO PATRIMONIALISTA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V64669682 
"GVCGAESCO SMALL CAPS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V60685922 
"GVCGAESCO T.F.T., FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V61474987 
"HAMCO GLOBAL VALUE FUND, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V04911202 
"HARMATAN CARTERA CONSERVADORA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84117779 
"HIGH RATE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80645443 
"HORIZONTE GLOBAL,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V96665328 
"HOROS VALUE IBERIA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88080726 
"HOROS VALUE INTERNACIONAL,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88080734 
"IBERCAJA ALL STAR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V99410565 
"IBERCAJA ALPHA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V99210742 
"IBERCAJA BEST IDEAS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V50854546 
"IBERCAJA BOLSA ESPAÑA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V50610633 
"IBERCAJA BOLSA EUROPA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V50781152 
"IBERCAJA BOLSA INTERNACIONAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V50724236 
"IBERCAJA BOLSA USA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V50933217 
"IBERCAJA BP HIGH YIELD 2023, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V99553281 
"IBERCAJA BP RENTA FIJA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V99185753 
"IBERCAJA CRECIMIENTO DINAMICO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V99113300 
"IBERCAJA DEUDA CORPORATIVA 2024, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V99198038 
"IBERCAJA DIVERSIFICACIÓN EMPRESAS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V42842732 
